instance_id,seed,p,task_id,shots,resample,method,low_energy_probability,improving_probability,found_improvement,best_improvement,distribution_entropy,unique_states
seed002_pair1_B2_w8,2,1,2608021810408258938,64,15,posthoc_without_replacement_from_real_1024_counts,0.1875,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,16,posthoc_without_replacement_from_real_1024_counts,0.046875,0.015625,True,0.8005815684215065,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,17,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,18,posthoc_without_replacement_from_real_1024_counts,0.125,0.015625,True,0.8005815684215065,5.706954882778696,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,19,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,20,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.625,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,21,posthoc_without_replacement_from_real_1024_counts,0.015625,0.0,False,0.0,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,22,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.875,60
seed002_pair1_B2_w8,2,1,2608021810408258938,64,23,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.738204882778696,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,24,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,25,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.769454882778696,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,26,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.675704882778696,54
seed002_pair1_B2_w8,2,1,2608021810408258938,64,27,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.6875,54
seed002_pair1_B2_w8,2,1,2608021810408258938,64,28,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.675704882778696,54
seed002_pair1_B2_w8,2,1,2608021810408258938,64,29,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,30,posthoc_without_replacement_from_real_1024_counts,0.125,0.0,False,0.0,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,31,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.695159765557392,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,32,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.6875,54
seed002_pair1_B2_w8,2,1,2608021810408258938,64,33,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,34,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.769454882778696,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,35,posthoc_without_replacement_from_real_1024_counts,0.15625,0.0,False,0.0,5.695159765557392,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,36,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.71875,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,37,posthoc_without_replacement_from_real_1024_counts,0.125,0.0,False,0.0,5.863204882778696,60
seed002_pair1_B2_w8,2,1,2608021810408258938,64,38,posthoc_without_replacement_from_real_1024_counts,0.140625,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,39,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.5625,51
seed002_pair1_B2_w8,2,1,2608021810408258938,64,40,posthoc_without_replacement_from_real_1024_counts,0.140625,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,41,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.706954882778696,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,42,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.538909765557392,50
seed002_pair1_B2_w8,2,1,2608021810408258938,64,43,posthoc_without_replacement_from_real_1024_counts,0.0,0.0,False,0.0,5.675704882778696,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,44,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.875,60
seed002_pair1_B2_w8,2,1,2608021810408258938,64,45,posthoc_without_replacement_from_real_1024_counts,0.109375,0.015625,True,0.8005815684215065,5.738204882778696,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,46,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,47,posthoc_without_replacement_from_real_1024_counts,0.015625,0.0,False,0.0,5.644454882778696,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,48,posthoc_without_replacement_from_real_1024_counts,0.015625,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,49,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,50,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.519454882778696,49
seed002_pair1_B2_w8,2,1,2608021810408258938,64,51,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,52,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.738204882778696,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,53,posthoc_without_replacement_from_real_1024_counts,0.015625,0.0,False,0.0,5.695159765557392,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,54,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,55,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,56,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,57,posthoc_without_replacement_from_real_1024_counts,0.109375,0.015625,True,0.8005815684215065,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,58,posthoc_without_replacement_from_real_1024_counts,0.078125,0.015625,True,0.8005815684215065,5.738204882778696,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,59,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,60,posthoc_without_replacement_from_real_1024_counts,0.15625,0.0,False,0.0,5.706954882778696,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,61,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,62,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,63,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,64,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.65625,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,65,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.6875,54
seed002_pair1_B2_w8,2,1,2608021810408258938,64,66,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.71875,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,67,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.6875,54
seed002_pair1_B2_w8,2,1,2608021810408258938,64,68,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.769454882778696,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,69,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.726409765557392,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,70,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.706954882778696,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,71,posthoc_without_replacement_from_real_1024_counts,0.125,0.015625,True,0.8005815684215065,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,72,posthoc_without_replacement_from_real_1024_counts,0.125,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,73,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,74,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,75,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.831954882778696,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,76,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,77,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,78,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.90625,61
seed002_pair1_B2_w8,2,1,2608021810408258938,64,79,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,80,posthoc_without_replacement_from_real_1024_counts,0.140625,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,81,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,82,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.875,60
seed002_pair1_B2_w8,2,1,2608021810408258938,64,83,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,84,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,85,posthoc_without_replacement_from_real_1024_counts,0.0,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,86,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,87,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,88,posthoc_without_replacement_from_real_1024_counts,0.09375,0.015625,True,0.8005815684215065,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,89,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.625,52
seed002_pair1_B2_w8,2,1,2608021810408258938,64,90,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,91,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.769454882778696,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,92,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.875,60
seed002_pair1_B2_w8,2,1,2608021810408258938,64,93,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.706954882778696,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,94,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.875,60
seed002_pair1_B2_w8,2,1,2608021810408258938,64,95,posthoc_without_replacement_from_real_1024_counts,0.125,0.015625,True,0.8005815684215065,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,96,posthoc_without_replacement_from_real_1024_counts,0.125,0.0,False,0.0,5.675704882778696,54
seed002_pair1_B2_w8,2,1,2608021810408258938,64,97,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,98,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.675704882778696,54
seed002_pair1_B2_w8,2,1,2608021810408258938,64,99,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,100,posthoc_without_replacement_from_real_1024_counts,0.140625,0.015625,True,0.8005815684215065,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,101,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.71875,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,102,posthoc_without_replacement_from_real_1024_counts,0.078125,0.015625,True,0.8005815684215065,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,103,posthoc_without_replacement_from_real_1024_counts,0.125,0.0,False,0.0,5.831954882778696,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,104,posthoc_without_replacement_from_real_1024_counts,0.140625,0.015625,True,0.8005815684215065,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,105,posthoc_without_replacement_from_real_1024_counts,0.109375,0.015625,True,0.8005815684215065,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,106,posthoc_without_replacement_from_real_1024_counts,0.09375,0.015625,True,0.8005815684215065,5.757659765557392,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,107,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.663909765557392,54
seed002_pair1_B2_w8,2,1,2608021810408258938,64,108,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.706954882778696,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,109,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,110,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.632659765557392,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,111,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,112,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,113,posthoc_without_replacement_from_real_1024_counts,0.140625,0.0,False,0.0,5.71875,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,114,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.706954882778696,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,115,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.695159765557392,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,116,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.706954882778696,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,117,posthoc_without_replacement_from_real_1024_counts,0.09375,0.015625,True,0.8005815684215065,5.875,60
seed002_pair1_B2_w8,2,1,2608021810408258938,64,118,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.613204882778696,52
seed002_pair1_B2_w8,2,1,2608021810408258938,64,119,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.632659765557392,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,120,posthoc_without_replacement_from_real_1024_counts,0.125,0.0,False,0.0,5.71875,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,121,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,122,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.769454882778696,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,123,posthoc_without_replacement_from_real_1024_counts,0.015625,0.0,False,0.0,5.632659765557392,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,124,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,125,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.550704882778696,50
seed002_pair1_B2_w8,2,1,2608021810408258938,64,126,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.632659765557392,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,127,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.706954882778696,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,128,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,129,posthoc_without_replacement_from_real_1024_counts,0.078125,0.015625,True,0.8005815684215065,5.644454882778696,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,130,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.71875,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,131,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.632659765557392,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,132,posthoc_without_replacement_from_real_1024_counts,0.078125,0.015625,True,0.8005815684215065,5.738204882778696,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,133,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,134,posthoc_without_replacement_from_real_1024_counts,0.125,0.015625,True,0.8005815684215065,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,135,posthoc_without_replacement_from_real_1024_counts,0.015625,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,136,posthoc_without_replacement_from_real_1024_counts,0.125,0.0,False,0.0,5.738204882778696,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,137,posthoc_without_replacement_from_real_1024_counts,0.046875,0.015625,True,0.8005815684215065,5.695159765557392,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,138,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,139,posthoc_without_replacement_from_real_1024_counts,0.125,0.0,False,0.0,5.65625,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,140,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.71875,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,141,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,142,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,143,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.65625,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,144,posthoc_without_replacement_from_real_1024_counts,0.09375,0.015625,True,0.8005815684215065,5.625,52
seed002_pair1_B2_w8,2,1,2608021810408258938,64,145,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,146,posthoc_without_replacement_from_real_1024_counts,0.140625,0.0,False,0.0,5.9375,62
seed002_pair1_B2_w8,2,1,2608021810408258938,64,147,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.738204882778696,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,148,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,149,posthoc_without_replacement_from_real_1024_counts,0.109375,0.015625,True,0.8005815684215065,5.695159765557392,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,150,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.71875,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,151,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.644454882778696,53
seed002_pair1_B2_w8,2,1,2608021810408258938,64,152,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,153,posthoc_without_replacement_from_real_1024_counts,0.125,0.015625,True,0.8005815684215065,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,154,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,155,posthoc_without_replacement_from_real_1024_counts,0.125,0.0,False,0.0,5.769454882778696,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,156,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.726409765557392,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,157,posthoc_without_replacement_from_real_1024_counts,0.125,0.0,False,0.0,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,158,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.800704882778696,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,159,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.875,60
seed002_pair1_B2_w8,2,1,2608021810408258938,64,160,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,161,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.706954882778696,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,162,posthoc_without_replacement_from_real_1024_counts,0.015625,0.0,False,0.0,5.738204882778696,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,163,posthoc_without_replacement_from_real_1024_counts,0.0,0.0,False,0.0,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,164,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,165,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.71875,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,166,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.738204882778696,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,167,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,168,posthoc_without_replacement_from_real_1024_counts,0.0625,0.0,False,0.0,5.613204882778696,52
seed002_pair1_B2_w8,2,1,2608021810408258938,64,169,posthoc_without_replacement_from_real_1024_counts,0.109375,0.015625,True,0.8005815684215065,5.65625,54
seed002_pair1_B2_w8,2,1,2608021810408258938,64,170,posthoc_without_replacement_from_real_1024_counts,0.09375,0.015625,True,0.8005815684215065,5.78125,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,171,posthoc_without_replacement_from_real_1024_counts,0.109375,0.015625,True,0.8005815684215065,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,172,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.683364648336088,55
seed002_pair1_B2_w8,2,1,2608021810408258938,64,173,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,174,posthoc_without_replacement_from_real_1024_counts,0.09375,0.015625,True,0.8005815684215065,5.726409765557392,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,175,posthoc_without_replacement_from_real_1024_counts,0.015625,0.0,False,0.0,5.625,52
seed002_pair1_B2_w8,2,1,2608021810408258938,64,176,posthoc_without_replacement_from_real_1024_counts,0.109375,0.0,False,0.0,5.726409765557392,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,177,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,178,posthoc_without_replacement_from_real_1024_counts,0.015625,0.0,False,0.0,5.75,56
seed002_pair1_B2_w8,2,1,2608021810408258938,64,179,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.831954882778696,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,180,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.8125,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,181,posthoc_without_replacement_from_real_1024_counts,0.03125,0.0,False,0.0,5.84375,59
seed002_pair1_B2_w8,2,1,2608021810408258938,64,182,posthoc_without_replacement_from_real_1024_counts,0.09375,0.0,False,0.0,5.788909765557392,58
seed002_pair1_B2_w8,2,1,2608021810408258938,64,183,posthoc_without_replacement_from_real_1024_counts,0.140625,0.0,False,0.0,5.769454882778696,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,184,posthoc_without_replacement_from_real_1024_counts,0.078125,0.0,False,0.0,5.769454882778696,57
seed002_pair1_B2_w8,2,1,2608021810408258938,64,185,posthoc_without_replacement_from_real_1024_counts,0.046875,0.0,False,0.0,5.738204882778696,56
